Bedrooms,Bathrooms,Floor Area,Land Area,price_per_sqm,total_rooms,floor_land_ratio,distance_to_makati_cbd,distance_to_bgc,distance_to_ortigas,distance_to_quezon_city,distance_to_alabang,distance_to_antipolo,Price
3.0,2.0,63.2,80.0,69620.25316455695,5.0,0.79,28.23336136509299,28.910800836434372,25.34955997041474,15.304585080440738,43.495104129050056,24.144503109168387,4400000.0
2.0,1.0,40.0,73.0,94750.0,3.0,0.547945205479452,94.44173375552552,96.90594600235075,96.61724500951362,91.54950602908558,103.07172884957505,101.53687243384027,3790000.0
5.0,4.0,195.0,240.0,86588.71794871795,9.0,0.8125,15.294948896634706,14.786316265226501,18.799993573249118,28.625821668890318,0.6934787913099166,24.560498415068203,16884800.0
2.0,1.0,63.0,288.0,134920.6349206349,3.0,0.21875,14.101554420845185,12.623913045708477,8.778732947486455,9.183086141042354,26.285778697807263,1.723919566557859,8500000.0
3.0,2.0,76.0,128.0,137013.15789473685,5.0,0.59375,43.47232903908569,45.270690486863764,43.136318286816376,34.94409058911651,57.24996198571357,45.24437351047548,10413000.0
2.0,2.0,53.0,115.0,105754.71698113208,4.0,0.4608695652173913,94.44173375552552,96.90594600235075,96.61724500951362,91.54950602908558,103.07172884957505,101.53687243384027,5605000.0
3.0,2.0,77.0,140.0,81428.57142857143,5.0,0.55,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,6270000.0
3.0,2.0,66.0,140.0,124272.72727272728,5.0,0.4714285714285714,167.91959379949282,169.0047655885209,165.68131185415862,155.6946698097665,182.92720146822288,163.92861498144865,8202000.0
4.0,3.0,130.0,300.0,80769.23076923077,7.0,0.43333333333333335,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,10500000.0
4.0,4.0,330.0,550.0,59090.90909090909,8.0,0.6,966.1636168570417,964.5619630007751,967.2570575151543,976.7582710105895,952.34645800981,967.5557377338217,19500000.0
3.0,2.0,66.0,100.0,37878.78787878788,5.0,0.66,54.83529933688721,53.96781966213265,57.62436574704716,67.69852762673065,39.74775858796848,61.321503022489054,2500000.0
3.0,2.0,66.0,89.0,82803.0303030303,5.0,0.7415730337078652,167.91959379949282,169.0047655885209,165.68131185415862,155.6946698097665,182.92720146822288,163.92861498144865,5465000.0
2.0,1.0,40.32,78.4,81225.19841269842,3.0,0.5142857142857142,854.1180917590466,853.4090127690164,857.117518478641,867.1862895168578,838.8700778378458,860.471876099173,3275000.0
2.0,2.0,48.26,50.0,74595.93866556154,4.0,0.9652,961.4905175924348,959.8753019202973,962.5489006060155,972.0274434945413,947.7178129290514,962.793659583607,3600000.0
4.0,4.0,138.0,58.0,54347.82608695652,8.0,2.3793103448275863,17.707911466784367,17.47677019774431,13.394798060241493,4.6697214369038065,32.31911571604973,10.587360663617842,7500000.0
4.0,3.0,170.0,127.0,88235.29411764706,7.0,1.3385826771653544,18.497061574906787,16.392428587355916,13.51126242775846,15.770635888807977,27.592379975459544,6.009953890031844,15000000.0
